text,cmp_code,pos
Social justice also requires a new approach to the Scottish Health Service.,503,269
"The SNP will first of all establish an independent Health Commission, chaired by the Health Minister, which will consist of representatives of all political parties in the Scottish Parliament along with health professionals and representatives of local health care delivery agencies.",303,270
"Within the context of the health budget set by government, this commission will plan the strategic delivery of health services.",504,271
Local Health Commissions will undertake a subsidiary role in local planning of health care.,301,272
The SNP believe that free health care at the point of need is a fundamental right,201,273
and in order to provide such care we must remove the distorting distraction of the Tories internal market in the health service.,305,274
"By removing the tiers of accountants, administrators and middle managers we will abolish the artificial split between purchasers and providers of health care and will introduce an integrated health system which is administered and planned nationally but delivered locally.",301,275
This structural change is important - as is providing additional resources and finding a way in which the broad strategic priorities for health can be taken out of the day to day political arena.,504,276
"We will provide an additional £35 million per annum for the Scottish Health Service which, coupled with savings on bureaucracy (which consumes a staggering 12% of NHS expenditure) will provide a major and immediate boost for healthcare delivery.",303,277
The SNP will establish an on going national audit of health care designed to provide creative feedback and raise local and national standards.,202,278
Dentistry will be re-integrated into the NHS and we accept the view of the dental profession that capitation fees must be adjusted to take account of Scotlands dental health needs which are greater than those elsewhere in the UK.,504,279
This and other measures will encourage dentists to return to the Scottish Health Service.,402,280
"Prescription charges have increased, under this Tory government, from 20p to the current £5.65.",305,281
The system can be effectively reformed both by allowing patients to pay the real cost of drugs if these are below the prescription charge levels and by spreading the burden of charges more fairly.,504,282
The SNP will review the issue of charges and exemptions for those with long term mental illness who are not presently allowed exemptions.,504,283
Health care in a modern Scotland must be preventative as well as curative.,504,284
"An SNP Government will ban cigarette advertising and increase tobacco tax both to encourage more to give up, or not to start smoking, and to recover a small proportion of the costs of treatment of tobacco related illnesses by the National Health Service.",412,285
"We will also prioritise the improvement of nutritional standards in Scotland, using best practice both to encourage healthy eating and to protect the nations health by enforcing high standards in the production and distribution of food.",504,286
Care in the community is a laudable aim but it requires support with resources and with an infrastructure that the Tories have constantly eroded.,305,287
"The SNP will ensure that Local Health Commissions review the local delivery of care in the community, allocating resources to it as required.",504,288
"The provision of care in the community has a direct bearing on adequate local government funding, and statutory obligations imposed on local government must be backed up with financial provision.",301,291
So must any need to increase the involvement of voluntary organisations who are key facilitators in the provision of care.,504,292
The cost of democratic control of the Health Service through such Commissions will be considerably less than the present internal market which lacks both democracy and efficiency.,303,293
"As many as one in 10 of the worlds population suffers some form of disability,",705,295
"but society is still reluctant to legislate to ensure full civil rights for disabled people,",201,296
and to improve the quality of life so that all disabled people can fulfil their potential and contribute to the society of which they are members.,606,297
"The SNP will introduce measures, in the Bill of Rights and in other legislation, to secure full rights,",201,298
to enforce standards of building access and to help disabled people obtain and retain employment as they wish and are able.,504,299
"The SNP will implement its Charter for the Disabled to enable valuable members of society who are presently often excluded from the mainstream, but who have much to contribute.",606,300
"Whilst food safety is not primarily a health issue, until structures, controls and procedures go wrong, there is a clear need now to restore the reputation of the Scottish food industry and to provide a mechanism for public control of food quality.",412,302
"The SNP has been in the forefront of the campaign for an independent food safety agency, free of the pressure from the producers and able to take a proactive stance in securing the highest standards.",412,303
An independent Scottish Food and Consumer Health Agency will have a wide remit:,412,304
"it will supervise public health issues, working through local authorities and through local public health departments;",412,305
it will regulate food processing and handling and introduce clear controls that will better the European norm;,412,306
"it will consider public nutrition and health issues in their broadest sense and will assist in the process of promoting better eating , recognising that one of the principal barriers to a healthy diet is poverty.",504,307
It will also work closely with the producers to instil the best practices and provide a certification of quality that in time will be the passport to domestic and international success for the Scottish food industry.,412,308
Freedom from crime is an important freedom for many Scots;,201,310
"and whilst crime levels in Scotland have fallen in recent years many communities are still subject to unacceptable levels of vandalism, burglary and violence.",605,311
The SNP has supported initiatives that seek to reduce crime by means of a zero tolerance approach:,605,312
we will encourage such initiatives throughout Scotland and support them with additional resources for Scotlands police forces.,605,313
"Zero Tolerance brings improvement to communities by focusing attention on community crimes such as vandalism, petty burglary and other such anti-social activities.",605,314
By so doing it increases community confidence and pride.,606,315
It is an ideal solution for every part of Scotland and particularly for urban areas.,605,316
There are many practical steps that can be taken to cut down on petty or organised crime against property.,605,323
"One such scheme, which has been vigorously promoted by the SNP and which has the support of a number of organisations, is one which combats the £1.3 billion used-vehicle fraud that takes place every year.",605,324
A register of vehicles will be established which will allow purchasers of second hand vehicles to check that their intended purchase is legitimate.,605,325
The cost added to a purchase will be around £5.00 but the peace of mind afforded will be great.,605,326
Much police time is wasted for want of such simple and cost effective solutions:,303,327
much is also wasted in waiting for court appearances and the court system needs better resourcing.,303,328
The Procurator Fiscal service needs more lawyers and support staff and a stronger training infrastructure.,411,329
The solution to the problem of crime in Scotland does not lie in more prisons and more mandatory sentences:,605,330
these proposals have been rejected by the judiciary and by most commentators and it is an indictment of government in the last decade that our prison population is at its highest ever level - and still rising.,605,331
What is needed is a range of alternatives to prison and a flexible sentencing policy coupled with schemes for education and rehabilitation that actually work.,605,332
To implement and operate  such schemes the justice system must be encouraged to learn from international best practice and the SNP proposes the establishment of a research and development facility within a Scottish University to develop and implement education and rehabilitation schemes.,605,333
"The basis of community action against crime must lie in the community, and the SNP opposes the establishment of an all Scottish police force,",606,334
although we endorse the move towards sharing of skills between forces and the establishment of national strategic initiatives where appropriate.,605,335
"Scotland should never lose sight of the link between poverty, social deprivation and crime.",503,336
"Accordingly, whilst crime must be tackled at source, the creation of a better and fairer society will also have a strong impact on crime levels.",503,337
An economy that produces more jobs and more meaningful work for the people of Scotland will pay dividends in this area as well.,504,338
A major cause of criminal activity lies in the drugs culture that has developed in parts of Scotland.,605,340
"But drug abuse, like crime, is also a symptom of something wrong in our society, that needs to be put right.",606,341
"Yet there is not one drugs problem, but many.",605,342
And a variety of tactics are required to deal with them.,605,343
What needs to be put right first is the question of demand.,605,344
"If demand for drugs in society is curtailed, then the drug problem will diminish.",605,345
Tackling demand can vary from better resourced customs and police to more effective rehabilitation programmes in prisons and to drug education in schools.,605,346
All such measures are supported by the SNP which has been active in the all party campaign Scotland against Drugs.,605,347
Solving Scotlands drug problems also requires the collection of much information about drug use including much better recording of criminal statistics on drug related offences.,605,348
"The SNP also supports, and will encourage, local initiatives including Drugs Action Teams.",301,351
The whole world was shocked by the Dunblane tragedy;,605,353
but Scotlands call for action to ban all hand guns and to tighten restrictions on all other weapons was ignored by the Tory government.,605,354
"The SNP will introduce a total ban on handguns , making Scotland a safer place",605,355
and taking a major step towards eradicating the gun culture which is creeping into our country.,606,356
This measure will be accompanied by appropriate compensation for those deprived of their pastime,503,357
and the SNP will enforce the Cullen recommendations in all other areas of firearms control.,605,358
As a nation we must do our utmost to ensure that every step is taken to prevent another Dunblane.,606,359
"These measures, and the more stringent screening of firearm applications along with the establishment of a national register of firearms holders, will be a significant step towards that aim.",605,360
"Just as crime, social justice and health are priorities for Scotland, so are Education, Housing, Local services and arts and leisure provision.",503,368
"These community services, usually delivered at local level, need to be enhanced and improved if the quality of life in Scotland is to be enhanced and improved.",503,369
Labours so-called Passion for Education is a sham when the actual resources that are being offered  are examined closely.,305,371
In contrast the SNP has firmly costed changes that can be made immediately to the Scottish Education system.,506,372
Scotlands crisis in Education is the result of under funding;,305,373
"attempts to pin the blame on poor teaching, on the curriculum or on any other factors fail to take account of the constant erosion of morale and physical resources that has taken place in the last 18 years.",305,374
"An SNP Government will provide the extra resources to immediately employ an additional 700 teachers, and devote new resources to the repair and upgrading of school buildings.",506,375
"Both these actions are priorities, in order that class sizes can be reduced and classes taught in acceptable surroundings.",506,376
"Local Authorities, as the Education providers, need resourced adequately to undertake their tasks:",301,377
the SNP in offering additional resources to local authorities across a wide range of fields will ensure that the local authorities also prioritise education and are sensitive to local need;,301,378
there is no demand for opting out in Scotland and consequently the opting out legislation will be repealed.,506,379
However schools will be assisted to control more of their budgets themselves and to involve the school board in financial decision making.,506,380
Primary and Secondary schools will be enabled to take advantage of new technology and there will be guaranteed access to the Internet from each school as well as a programme to introduce computers into every classroom with the ultimate aim of all children using a computer terminal every day.,506,381
"Education is not just about schools: an SNP Government will introduce an entitlement to free nursery education for all 3 and 4 year olds whose parents wish it, and will make certain that such provision is properly funded.",504,382
The voucher system will be abolished.,503,383
"At the other end of the educational spectrum an SNP Government will support the Higher Education sector,",506,384
"first of all by replacing the Student Loans system with a return to maintenance grants at the 1990 equivalent, index linked for successive years.",504,385
Higher Education will have access to the Economic Development and Research Funds earmarked by an SNP Government as well as to the advice and assistance of the Exports Unit.,506,386
We support the establishment of a Scottish Education and Training Export Group to co-ordinate the overseas marketing of Scottish expertise in this area.,506,387
"For those who do not go on to Higher Education an SNP Government will improve training and skills development and introduce a Integrated Training and Employment Grant Scheme ,",411,388
"providing subsidies to employers taking on new employees in need of training, preferably the unemployed.",402,389
Training schemes of this nature should not merely rotate the unemployed into temporary positions.,411,390
We will add £50 million per year to the present youth and adult training budgets presently managed by Scottish Enterprise guaranteeing additional adult and youth training places.,411,391
In keeping with the multi cultural society in which we live,607,394
education in an independent Scotland will involve learning about the wide range of factors that have created our present society,506,395
and will look outwards to our European and world partners.,107,396
Gaelic and Scots have a place to play in this process and will be enhanced by such an approach.,607,397
"Gaelic medium education is of particular importance to many parents,",506,398
"and an SNP Government will require local authorities to ring fence dedicated funds for Gaelic medium education, as is presently done in Wales for Welsh language education.",607,399
The SNP is also sensitive to the needs of other communities which are part of the rich tapestry of Scotland.,607,400
"Schools with pupils from Moslem families must offer Islamic studies to such pupils as a matter of course,",607,401
"and the same applies to other communities which wish to take part in Scottish education, but which also wish to retain and develop their distinctive nature.",607,402
Scottish education will be enriched by such provision.,506,403
These policies are all necessary parts of the process of improvement that Scotland needs.,506,404
"There are three final parts which require to be considered: housing, local services and arts and leisure provision.",504,405
For many years there has been a deplorable lack of investment in Scotlands housing.,305,407
The result is a housing crisis with increased levels of homelessness and longer and longer council waiting lists.,305,408
"The Scottish Housing Conditions Survey has shown that too many of our citizens are forced to live in housing that is damp, overcrowded, poorly insulated and often lacking basic amenities.",706,409
"90,000 Scottish homes are deemed to be below tolerable standard and one third are affected by damp, condensation or mould.",706,410
An SNP Government will address this atrocious state of affairs by:,504,411
"Transferring Capital Debt: 75 percent of local authority housing debt will be transferred to Central Government in the first four years of an independent government, with the remainder being transferred in the following four years.",302,412
From a public expenditure commitment of £985 million this will release over £1.6 billion for investment over four years to tackle housing problems and housing need as well as other social priorities.,504,413
This one action should make a substantial start to solving Scotlands housing crisis.,504,414
"Eliminating Homelessness: Between 1978 and 1994 445,283 households applied to local authorities as homeless.",706,415
This is a national disgrace and needs to be attended to as a matter of urgency.,504,416
"So does the situation in which, as Shelter estimate, there are up to 1000 rough sleepers in Scotland on any one night.",706,417
An SNP Government will strengthen the existing Code of Guidance on Homelessness and ensure that in meeting the demands of the Code no one is left without a home in time of need.,504,418
"Build Homes and Raise Standards With the money released by the capital debt transfer up to 20,000 socially affordable homes can be built in the first four years, and a further 35,000 homes can be brought back from below tolerable standard.",504,419
"160,000 homes can be treated for dampness and condensation.",504,420
By applying higher standards of insulation money spent on upgrading can quickly be recouped in terms of energy expenditure.,504,421
"Some 300,000 houses have been bought under the Tory right to buy legislation, usually at a discounted price.",305,434
This has left a disproportionate number of council houses in poor condition as the best of the stock has been purchased.,305,435
It would be illogical to increase investment in socially affordable housing if it was then simply to be sold at a discount.,504,436
New or improved houses coming on stream from the building and renovation programme will be protected from the right to buy at a discounted price.,504,437
Those with existing tenancy agreements will however retain the right within the homes they presently occupy.,201,438
A right to buy at full market value will continue for all tenants.,504,439
"An SNP Government will replace Scottish Homes with a new accountable housing agency whose remit will be to deal with Scotlands housing problems, improve Scotlands housing stock and provide affordable housing.",412,440
Housing Associations and other bodies have a valuable role to play in these objectives and must be involved in policy formulation and in delivery.,202,441
The SNP is the only party which has costed a full programme of action to tackle Scotlands housing crisis.,305,442
"Such a programme will not only begin to eliminate homelessness,",504,443
it will also create many new jobs and provide a boost for the Scottish economy.,410,444
It will reduce housing waiting lists and move Scotland towards the provision of a home for all.,504,445
Those living in a better Scotland have a right to expect better local services.,301,447
"An SNP Government, having protected the autonomy of Local Government in a written Constitution,",203,448
"will expect local authorities to ensure that local services are efficient, effective and well targeted.",301,449
"As Scottish local authorities will be elected by proportional representation,",202,450
the monolithic and unresponsive one party states that Labour has created in many parts of Scotland will be consigned to the past.,305,451
"Local Government will have restored to it many of the powers lost to unelected quangos and there will be a review of the strategy and organisation of local economic development, with the aim or restoring local democratic control.",301,452
Local Government finance will be reformed during the first term of an independent Scottish government and the introduction of local income tax in a subsequent term will remove the anomalies that presently bedevil local funding.,301,453
Further adjustments to the support mechanisms for rural and island authorities would even out the support of local government by central government.,301,454
An SNP Government would abolish the Water Quangos and return water and sewerage to democratic control.,301,455
"Finally, arts and leisure provision are vital to the well being of society.",502,457
An SNP Government will encourage a programme of sport for all and will back that policy up by the provision of affordable community sports facilities managed by local authorities.,502,458
There will be ministerial responsibility for sports development and in addition to community participation it will be a policy aim to encourage international competitiveness and success.,502,459
Scotlands cultural life is of enormous importance and must be underpinned by an effective Scottish broadcasting system and a raft of public support that opens,502,460
"An SNP Government will reform Scottish Broadcasting , building on the tradition of excellence that exists but ensuring that Scottish programme making and Scottish concerns are at the heart of an internationally forward looking service.",502,463
We will retain a licence fee to support a public sector broadcaster (the Scottish Broadcasting Corporation ) but would encourage a diversity of commercial broadcasting on television and radio including at least one Scottish digital multiplex for a commercial service in the short term.,502,464
"Recognising that the age of effective protectionist broadcasting regulation is over, we would seek to ensure that the diversity of broadcasting channels observe the legal requirements of taste and decency while offering a wide range of services, and opportunities for Scottish based programme makers.",502,465
"Such services must include provision in Gaelic and Scots, but such provision must be accessible to wider audiences also.",607,466
"The SNP wishes to see a strong Scottish media production industry, which also means a strong Scottish film production sector.",502,467
"The introduction of tax incentives for production along the Irish model has been closely examined by the SNP in recent years, as has experience from elsewhere.",402,468
"An SNP government will introduce incentives for production and,",402,469
"through a new Scottish Screen (formed as a federation of film supporting, marketing and production orientated bodies ) will lay the basis for a renaissance in script and project development, commercial and non commercial production, marketing, distribution, exhibition and export of film.",502,470
The work of the Scottish Arts Council requires adequate Government support but we wish to see the refocussing of the priorities of the Arts Council to support people and traditional arts as well as long established institutions.,502,471
"A Scottish Academy will be established, encouraging excellence and bringing forward new talent in the arts.",502,472
"Gaelic and Scots must be given equal status with English, both legally and in broadcasting and the arts.",607,473
A Scottish Lottery would be established ( under the title Scot-Lot) with a more accountable system of distributing funds.,503,474
The jackpot payouts would be smaller but the chances of winning would be considerably higher.,503,475
"Scratch cards would be banned, given the problems of addiction and social disruption they cause.",503,476
"Scot-Lot resources would be available for a wide range of projects, but would not replace government funding for social services.",504,477
"They could be used for health research in addition to sports, charitable and arts purposes.",504,478
These many changes to Scottish life would make life in an independent Scotland a better experience for many of our fellow citizens.,606,479
The fact that all these proposals have been costed and can be afforded by an independent Scotland should indicate to all Scottish voters that our constitutional choice is clear and can be made in confidence.,301,480
A better Scotland in which all our citizens can live and work is the ambition and the intention of the Scottish National Party.,606,488
But the benefits of such a Scotland have to reach to every part of our country and in so doing any political party has to address other issues and concerns that arise,606,489
"- issues of traditional industries,",408,490
"special local concerns,",301,491
the environment,501,492
and the needs of Scotlands island and rural communities.,301,493
Land is the most valuable resource of a nation: but Scotlands system of land ownership and tenure is amongst the most archaic in the western world.,503,495
The SNP has accepted the proposals of the Independent Land Commission to abolish feudal tenure.,503,496
"The system of feudal overlords has been widely abused and has led to depopulation, massive profits for individuals who care nothing for the land and the people and insecurity for those who thought they had a title to their homes.",503,497
"It has no place in a modern country, and during the period of its abolition we will consult widely, at home and abroad, to create a modern and fair system of land holding that matches the best to be found anywhere.",503,498
We will establish a standing Scottish Land Commission to oversee the abolition of the old and the introduction of the new.,412,499
"Its membership will be representative of, and nominated by, local communities, land use interests, Members of the Scottish Parliament and Local Government representatives.",412,500
There are also interim and urgent measures that can be taken to outlaw abuse of the feudal system prior to a complete change in the law.,605,501
One such measure requires only the amendment of two century old Acts of Parliament to prevent ownership of local authority education buildings reverting to those who have speculatively purchased feudal superiorities.,503,502
We will  also transfer the powers of the Crown Estate Commissioners and other private owners of the sea shore and inshore seabed to local councils and local councils will be empowered to promote balanced land use and local access.,301,503
"We will also establish an all Scotland Land Register which will give open access to all enquirers and banish forever the mystery of land ownership behind which many have hidden in recent years, to the detriment of local communities.",403,504
Scotlands farmers have been hard hit in recent years by successive Tory failures and by a growing neglect of the importance of the agricultural sector.,305,506
"Scotland, as a sparsely populated country, needs a strong agricultural base",703,507
and that base can contribute greatly to Scottish exports and to the international reputation of our nation.,410,508
The agricultural sector already contributes 3% of GDP.,410,509
The Scottish farming community will be best represented by a seat at the top table in Europe for the country in which they live and by an independent Scottish government:,703,510
"our farmers and farming communities are presently of minor concern to any UK government, as the BSE crisis has shown.",703,511
"The SNP promoted a Scottish solution to the EU ban from day one, but the British government has refused to countenance such relief for Scottish beef farmers and the Scottish beef industry, even when invited to by the European Union.",305,512
"A tracability scheme can be introduced into the Scottish herd within a matter of months , giving Scottish beef producers the platform they need for re-entry.",703,513
Ending the ban is the first priority;,703,516
then we must work to restore our reputation in Europe.,108,517
No independent Scottish government would ever have allowed BSE to gain such a foothold,301,518
and our regulatory and animal health regime must become the best in the world again.,605,519
The Independent Scottish Food Agency will be a partner of the agricultural sector in restoring the domestic and international trade,412,520
and will also work with producers to instil and enforce the best practices in the world.,605,521
"Agricultural policy is not, of course, based only on what has gone wrong in the past:",703,522
"Scottish agriculture has tremendous strengths, rooted in the skills and experience of those who passionately care for the land and for the future of their businesses.",703,523
We need to develop a sustainable agricultural sector in Scotland.,703,524
We need to reform the Common Agricultural Policy to ensure that support goes to those working the land as opposed simply to products and sectors.,703,525
"We need to develop new techniques, innovate in husbandry and production and widen the access to modern machinery, by supporting machinery rings.",411,526
"We must also promote sensitive rural diversification ( which will be paid for out of a rural development fund amounting to some £10 million per year) and sectors of the industry such as horticulture so that, with fair competition within the EU, we can widen the scope of Scottish agriculture and broaden the financial rewards.",703,527
A priority will be to assist Scottish producers to have more and better access to the wholesale market and to retail outlets.,703,528
The SNPs commitment to Scottish agriculture is firm and clear.,703,529
"Scottish farmers, producers and all those who work in ancillary industries, can only have their priorities met by an independent Scottish government which places their concerns firmly on the European and domestic agendas.",301,530
"Forestry is also a considerable national resource, and one which can be better used for the benefit of all.",410,532
The SNP will promote the development of a sustainable Forest Industry in Scotland by establishing a National Forest Enterprise Board (replacing the Forestry Commission) to undertake the commercial management and development of Scotlands national forests in accordance with the land use strategy agreed by the Scottish Land Commission.,412,533
"The key priority will be to double forest and woodland cover within 25 years, with a particular emphasis on native woodland.",410,534
This will not only have economic benefits but will also assist the environment by increasing the absorption of carbon dioxide.,501,535
"In parallel with this development, the NFEB will work with the private sector to stimulate wood using industries , which deepened upon sustainable production from native tree species.",403,536
"Private forest ownership can be of great benefit but tax incentives for such ownership must be targeted towards those who intend to build forestry and the forest industries, not just shelter their money for a while.",402,537
"The SNP is also committed to greater recreational use of forests, and the Land Commission, in enabling better public land access, will be mindful of the need to secure sensible forest access as well.",502,538
"Crofter and tenant farmers have a role to play in forest development, treating (where holdings allow) timber as a common crop.",703,550
But this will be suitable for a small minority of crofters only.,703,551
The SNP wishes to see the Crofters Commission transformed into a National Crofting Development Agency with the power to assist crofting in the Highlands and Islands and small land tenure elsewhere.,412,552
The great strength of crofting is its ability to keep populations on the land and to prevent consequent depopulation of vital areas.,703,553
"Crofting is a way of life, but rarely a principal occupation.",703,554
"Accordingly assisting crofters to purchase crofting estates should be done as part of an overall development scheme for those areas, where new employment can be provided in new enterprises as well as enhanced crofting opportunities.",703,555
"The crofting estates that currently belong to the Crown should be returned to the people who live on them,",301,556
"but the opportunity to develop vibrant communities on crofting estates should not apply only to those who, by accident of tenure, are tenants of the Crown.",503,557
Private ownership should also be subject to regulation for purchase under clear conditions.,403,558
"All the evidence in the history of the Common Fisheries Policy points to the harsh reality that the UK has been happy , more often than not, to trade off fishing interests for other goals in European policy.",305,560
Scottish fishermen have paid the price for that UK hypocrisy.,602,561
"An SNP Government would use its improved influence as a full Member State in negotiations for a new European fisheries policy to ensure that the founding principles of the original CFP , in particular relative stability, are permanent components of future fisheries agreements .",703,562
"The processing sector, which provides vital employment and has good opportunities for expansion, must be supported particularly in an environment where rival sectors, for example on the Humber, are being allocated significant public resources.",410,563
The Scottish Exports Unit will be of particular help to this sector.,410,564
The fundamental objective of the SNP fisheries policy is to create a well managed and properly conserved fishery.,703,565
The SNP proposes six fundamental reforms which would assist the Scottish fishing industry:,703,566
A new framework whereby coastal states with the greatest historic interests in specific fisheries would be able to take the key control and management decisions relating to the fisheries in the waters off their coasts in Regional Fisheries Management Councils.,703,567
"New measures for the processing sector seeking to promote continuity, security and stability of supplies , backed by assistance towards infrastructure costs, training packages and maximising the potential to add value to fisheries products.",703,568
A rigorous but fair policing regime enforceable equally in all EU waters.,703,569
Greater emphasis on technical measures to conserve fish stocks.,411,570
Improvements in the efficiency and effectiveness of research.,411,571
"* Priority to areas with a high degree of fishing dependence , population sparsity and peripherality to be built in to fisheries policy.",703,572
The SNP has allocated an additional £10 million per annum within the Independence Budget to achieve the following strategic objectives:,305,575
Levering the maximum benefit of EU financial assistance to coastal regions by committing an extra £5 million from government resources to structural support and socio-economic measures.,503,576
"Promoting fisheries products and marketing initiatives, stressing the health value of fish with an additional £800,000 spend co-ordinated by a new processing task force.",703,577
An additional £1.6 million for harbour and infrastructure improvements which will leverage additional European funds.,411,578
Improving the effectiveness of research.,411,579
"Scotlands international reputation is as a clean nation, rich in land and water.",501,581
But in reality Scotland is now threatened by a number of environmental hazards.,501,582
We must ensure that Scotlands environment is restored and our people given back a confidence in their surroundings.,501,583
"We must also put in place the best environmental standards, so that we cease to heedlessly waste resources, and instead contribute to the betterment of our planet and those with whom we share it.",501,584
The SNP will retain the Scottish Environmental Protection Agency and will ensure that it is independent of the Executive and responsible to the Scottish Parliament.,501,585
"Establish stricter controls on pollution of the atmosphere, sea , inland waters and land.",501,587
"Control, develop and promote the means of environmental rehabilitation",501,588
Establish codes of practice for industry,403,589
"Ensure that there is full public consultation on, and enquiry into, the environmental impact of major projects and government policies.",501,590
"An SNP Government will also promote recycling, and contribute to global environmental protection.",501,591
As part of the overall strategy of government an SNP Government will establish and enshrine National Environmental Targets.,501,592
It goes without saying that no SNP Government would permit Nuclear Reprocessing to take place in Scotland.,501,594
Nuclear reprocessing at Dounreay would end immediately an SNP Government was elected and arrangements would be made for all nuclear material originating furth of Scotland to be returned to their country of origin.,501,595
Materials originating in Scotland will require to be stored in Scotland for as long as environmentally required.,501,596
"However, rather than this determination being seen as a threat to the people of Dounreay, it should be seen as a major opportunity.",504,597
"Employment in clean up, storage and decommissioning will be a long term prospect for many people;",504,598
many others will be employed in a new renewable energy research and development centre which will be established at Dounreay.,504,599
The vital resource of the 20th century has been energy.,408,601
"And in the 21st century energy self sufficiency, still more the ability to export energy or energy sources, will remain of great importance to any nation.",408,602
Scotland is an energy rich nation.,408,614
That fact alone should give us the confidence to face the future in the normal state of independence.,301,615
"But , as part of the bankrupt and out of date Union, we do not use our energy wealth wisely.",410,616
In fact our wealth is being squandered by Westminster.,301,617
An Independent Scotland will secure a division of North Sea oil assets based upon the latitude of 55o 50 north or the international legal principle of equidistance.,107,618
"The Continental Shelf (Jurisdictional) Order already provides such a division, and this order dating from 1968 presently places operations in either an English sector (governed by English Law) or a Scottish sector (governed by Scottish Law).",301,619
"This division has been operated by successive Labour and Tory Governments and places 90% north sea output under Scottish control , a percentage that is growing as the exploitable reserves move north.",301,620
"All existing obligations to oil and gas operators will be honoured, and the SNP envisages no substantive change in the taxation regime so that there can be a clear, stable and continuing climate for the oil industry.",402,621
The policy of an SNP government will be to secure a sustainable and long term oil industry:,416,622
"even present estimates indicate that there is as much oil still to be extracted as has already been extracted, and an SNP government will encourage exploration to increase known reserves and to increase recoverability from existing fields.",410,623
"An SNP Government will seek to add value to Scotlands energy resources , for example by ending the discriminatory pricing policies which mean that landing charges from Scottish gas fields can be anything up to 17 times those south of the border, a situation which has led to gas from the North Sea by-passing Scotland: the Great Gas Robbery.",408,624
"Failure to achieve a satisfactory resolution of this problem will result in an SNP government examining ways in which the gas network, instead of being owned by a single private company could be jointly owned by all companies with an interest in Scottish gas production and supply, with a guiding golden share held for the public good.",413,625
"In addition, development of petro-chemical activity that can build on Scottish land fall of Scottish resources will be encouraged.",402,626
"Whilst the Scottish coal industry has been decimated in recent years, coal still has a part to play in a balanced energy policy.",408,627
"Whilst the SNP wishes to see tighter controls on open cast mining,",403,628
"and a clearer environmental evaluation of each proposed project,",501,629
deep mining also needs to be re-examined with a view to accessing rich seams that have been abandoned too early and without reference to modern technology.,411,630
The SNP is resolutely opposed to Nuclear Power Generation:,501,631
"at present we have neither the ability to make it totally safe, nor the knowledge to be completely certain about long term effects, and long term problems.",501,632
An SNP government will introduce a programme to phase out nuclear generation in Scotland.,501,633
"The length of this phased programme will be planned to take account of new energy sources coming on stream, and on the safe methods of removing nuclear generation from our energy mix.",501,634
There are a number of sources of power in Scotland that are cheaper as well as more environmentally acceptable than Nuclear power and others are developing.,501,635
"To replace nuclear generation, Scotland requires to develop alternative energy sources that are renewable and sustainable.",501,638
"The SNP Budget contains an allocation of funding for this task, and also funding for schemes of energy conservation, which can reduce our demand significantly by reducing heating bills.",501,639
"Scotland needs an integrated transport network, that gives good access to all parts of the country, speeds goods and services,",411,641
and brings the nation closer together.,606,642
"There remains a need for some improvements to the road network, but we must also be mindful of the need to reduce overall car and lorry usage in the years ahead, particularly in our towns and cities.",411,643
"The solution to reduced car usage in particular lies in better public transport, and the SNP will invest in rail services ,",411,644
first of all by returning the Scottish assets of Railtrack into public ownership,413,645
"and then by modernising and electrifying the East Coast Line , commuter routes and branch lines.",411,646
Bus and Coach services are also vital and must be integrated with rail services.,411,647
Effective Bus and Coach transport can assist greatly in easing road congestion and regulation of bus operators should recognise the need to guide service development and delivery to achieve that end as well as to ensure the maintenance of vital links.,411,648
The SNP regards the tolls presently levied by the Skye Bridge as an unacceptable imposition on the people of Skye and as a great disincentive to the creation and preservation of employment.,503,649
"The SNP will , in the immediate term, replace the present tolls with shadow tolls and will take the bridge into public ownership within the first four years of an SNP government.",413,650
"The SNP will also move towards the removal of all tolls on Scottish bridges, and will not introduce tolls on any new or existing bridges or roads.",503,651
"Ferries are vital to Scotlands communications infrastructure and the national Ferry company, Caledonian MacBrayne will be resourced to operate effective , economical services within Scottish waters",411,652
"and will be allowed to compete for services from Scotland, including services from a new East of Scotland ferry port.",411,653
"The SNP will abolish the Air Passenger Duty for the Highlands and Islands , as it unfairly discriminates against Scotlands most remote communities and will modify it for other areas to reflect the cost of the fare rather than imposing a flat rate which works against much needed low cost air transport.",503,654
"In keeping with the need to encourage enterprise and development, we will remove unreasonable restrictions on international freight (the so called fifth freedom)",403,655
"and bearing in mind Scotlands crucial geographical place for Air Traffic Control we will co-operate with our European partners on developing a pan national approach to air space regulation,",411,656
whilst developing and modernising our Oceanic Air Traffic Control centre.,411,657
"Scotland needs more direct air links with the world, and we will work with private operators to make these sustainable,",403,658
as well as assisting Scottish airports to provide high quality services easily accessible to passengers.,403,659
"A final area of opportunity for all of Scotland is the challenge of the global Telecommunications can not only connect parts of Scotland that would otherwise be remote,",411,661
"but it can and will also open Scotland up to the world, and the world to Scotland.",107,662
